"locusName"	"Short_description"	"Arabidopsis_homolog"	"Arabidopsis_homolog_defline"	"Clamy_homolog"	"Clamy_homolog_defline"	"Rice_homolog"	"Rice_homolog_defline"
"Solyc09g074300"	"Histone H2A"	""	""	""	""	""	""
"Solyc09g074320"	"Serine/threonine-protein phosphatase"	""	""	""	""	""	""
"Solyc09g074360"	"RNA binding protein"	""	""	""	""	""	""
"Solyc09g074380"	"DCD (Development and Cell Death) domain protein"	""	""	""	""	""	""
"Solyc09g074410"	"NAD(P)-binding Rossmann-fold superfamily protein"	""	""	""	""	""	""
"Solyc09g074430"	"Flavin-containing monooxygenase"	""	""	""	""	""	""
"Solyc09g074460"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc09g074470"	"Kinase interacting (KIP1-like) protein"	""	""	""	""	""	""
"Solyc09g074520"	"Protein TRANSPORT INHIBITOR RESPONSE.1"	""	""	""	""	""	""
"Solyc09g074530"	"Bidirectional sugar transporter SWEET"	""	""	""	""	""	""
"Solyc09g074560"	"Zinc finger protein CONSTANS-LIKE 15"	""	""	""	""	""	""
"Solyc09g074570"	"Glutaredoxin"	""	""	""	""	""	""
"Solyc09g074590"	"Monothiol glutaredoxin-S2"	""	""	""	""	""	""
"Solyc09g074630"	"BTB domain-containing protein/NPH3 domain-containing protein"	""	""	""	""	""	""
"Solyc09g074650"	"Peptide chain release factor.1"	""	""	""	""	""	""
"Solyc09g074660"	"spermatogenesis-associated protein 20"	""	""	""	""	""	""
"Solyc09g074690"	"Homeobox protein LUMINIDEPENDENS"	""	""	""	""	""	""
"Solyc09g074730"	"Homeobox protein LUMINIDEPENDENS"	""	""	""	""	""	""
"Solyc09g074740"	"Cation efflux family protein"	""	""	""	""	""	""
"Solyc09g074870"	"Aldose 1-epimerase"	""	""	""	""	""	""
"Solyc09g074880"	"Protein LOW PSII ACCUMULATION 1, chloroplastic"	""	""	""	""	""	""
"Solyc09g074900"	"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase"	""	""	""	""	""	""
"Solyc09g074920"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc09g074940"	"(DB240) meloidogyne-induced giant cell protein"	""	""	""	""	""	""
"Solyc09g074950"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	""	""	""	""	""	""
"Solyc09g074970"	"Thiamine pyrophosphokinase"	""	""	""	""	""	""
"Solyc09g074990"	"DNA mismatch repair protein PM.1"	""	""	""	""	""	""
"Solyc09g075020"	"ABC transporter C family member 4"	""	""	""	""	""	""
"Solyc09g075040"	"SPX (SYG1/Pho81/XPR1) domain-containing protein / zinc finger (C3HC4-type RING finger) protein-like protein"	""	""	""	""	""	""
"Solyc09g075060"	"Beta-glucosidase 10"	""	""	""	""	""	""
"Solyc09g075070"	"Beta-glucosidase.1"	""	""	""	""	""	""
"Solyc09g075090"	"Serine/arginine-rich-splicing factor SR34"	""	""	""	""	""	""
"Solyc09g075100"	"mitochondrial zinc maintenance protein 1, mitochondrial"	""	""	""	""	""	""
"Solyc09g075210"	"Late embryogenesis abundant protein Lea5"	""	""	""	""	""	""
"Solyc09g075290"	"60S ribosomal protein L18"	""	""	""	""	""	""
"Solyc09g075300"	"Epoxide hydrolase 2"	""	""	""	""	""	""
"Solyc09g075320"	"RING-H2 finger protein ATL5-like"	""	""	""	""	""	""
"Solyc09g075350"	"Pectinesterase"	""	""	""	""	""	""
"Solyc09g075360"	"Endoglucanase"	""	""	""	""	""	""
"Solyc09g075420"	"ethylene response factor E.1"	""	""	""	""	""	""
"Solyc09g075430"	"Ribosomal protein L19"	""	""	""	""	""	""
"Solyc09g075440"	"Never ripe-2"	""	""	""	""	""	""
"Solyc09g075450"	"Fumarate hydratase class II"	""	""	""	""	""	""
"Solyc09g075460"	"Pectin lyase-like superfamily protein"	""	""	""	""	""	""
"Solyc09g075480"	"Kinesin-4"	""	""	""	""	""	""
"Solyc09g075490"	"Mitochondrial carrier protein"	""	""	""	""	""	""
"Solyc09g075550"	"Cellulose synthase"	""	""	""	""	""	""
"Solyc09g075610"	"GATA transcription factor 15"	""	""	""	""	""	""
"Solyc09g075640"	"Protein FAR1-RELATED SEQUENCE .1"	""	""	""	""	""	""
"Solyc09g075670"	"2-hydroxyisoflavanone dehydratase"	""	""	""	""	""	""
"Solyc09g075710"	"Alpha/beta-Hydrolases superfamily protein"	""	""	""	""	""	""
"Solyc09g075720"	"Protein kinase superfamily protein"	""	""	""	""	""	""
"Solyc09g075730"	"Leucine-rich repeat protein kinase family protein"	""	""	""	""	""	""
"Solyc09g075760"	"cyclinT1_3"	""	""	""	""	""	""
"Solyc09g075790"	"Long-chain acyl-CoA synthetase"	""	""	""	""	""	""
"Solyc09g075800"	"Chloride channel protein"	""	""	""	""	""	""
"Solyc09g075820"	"Sugar transporter protein 2"	""	""	""	""	""	""
"Solyc09g075860"	"Lipoxygenase"	""	""	""	""	""	""
"Solyc09g075890"	"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"	""	""	""	""	""	""
"Solyc09g075910"	"Receptor-like protein kinase"	""	""	""	""	""	""
"Solyc09g075920"	"Receptor-like protein kinase"	""	""	""	""	""	""
"Solyc09g075940"	"Amine oxidase"	""	""	""	""	""	""
"Solyc09g076000"	"MAP kinase kinase kinase 71"	""	""	""	""	""	""
"Solyc09g076010"	"Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein"	""	""	""	""	""	""
"Solyc09g076020"	"Imidazoleglycerol-phosphate dehydratase"	""	""	""	""	""	""
"Solyc09g082060"	"Cysteine synthase"	""	""	""	""	""	""
"Solyc09g082130"	"spindle assembly abnormal protein"	""	""	""	""	""	""
"Solyc09g082170"	"Pentatricopeptide repeat-containing protein"	""	""	""	""	""	""
"Solyc09g082180"	"C-8 sterol isomerase"	""	""	""	""	""	""
"Solyc09g082200"	"Folate-biopterin transporter 1, chloroplastic"	""	""	""	""	""	""
"Solyc09g082220"	"Acyl-CoA N-acyltransferases (NAT) superfamily protein"	""	""	""	""	""	""
"Solyc09g082230"	"N-acetyltransferase"	""	""	""	""	""	""
"Solyc09g082250"	"N-acetyltransferase"	""	""	""	""	""	""
"Solyc09g082320"	"Proteasome subunit beta"	""	""	""	""	""	""
"Solyc09g082370"	"Type I inositol polyphosphate 5-phosphatase 5"	""	""	""	""	""	""
"Solyc09g082380"	"ATP-dependent RNA helicase mitochondrial-like"	""	""	""	""	""	""
"Solyc09g082470"	"Protein kinase family protein"	""	""	""	""	""	""
"Solyc09g082510"	"Kinase interacting (KIP1-like) family protein"	""	""	""	""	""	""
"Solyc09g082550"	"Sulfate transporter"	""	""	""	""	""	""
"Solyc09g082590"	"Bax inhibitor.1"	""	""	""	""	""	""
"Solyc09g082630"	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"	""	""	""	""	""	""
"Solyc09g082640"	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"	""	""	""	""	""	""
"Solyc09g082650"	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"	""	""	""	""	""	""
"Solyc09g082710"	"Histone H2A"	""	""	""	""	""	""
"Solyc09g082760"	"Aspartic proteinase .1"	""	""	""	""	""	""
"Solyc09g082790"	"DNA repair (Rad51) family protein"	""	""	""	""	""	""
"Solyc09g082830"	"Argonaute 10a"	""	""	""	""	""	""
"Solyc09g082860"	"ATP sulfurylase"	""	""	""	""	""	""
"Solyc09g082870"	"Calcium-transporting ATPase"	""	""	""	""	""	""
"Solyc09g082890"	"Calcium-transporting ATPase"	""	""	""	""	""	""
"Solyc09g082950"	"Calcium-dependent lipid-binding (CaLB domain) family protein"	""	""	""	""	""	""
"Solyc09g082970"	"Pyruvate kinase"	""	""	""	""	""	""
"Solyc09g082990"	"GDP-mannose-3',5'-epimerase"	""	""	""	""	""	""
"Solyc09g083050"	"3-ketoacyl-CoA synthase"	""	""	""	""	""	""
"Solyc09g083060"	"RING-type E3 ubiquitin transferase"	""	""	""	""	""	""
"Solyc09g083070"	"sporulation-specific protein"	""	""	""	""	""	""
"Solyc09g083100"	"Non-specific serine/threonine protein kinase"	""	""	""	""	""	""
"Solyc09g083110"	"Pentatricopeptide repeat-containing protein"	""	""	""	""	""	""
"Solyc09g083120"	"Acylamino-acid-releasing enzyme"	""	""	""	""	""	""
"Solyc09g083130"	"Acylamino-acid-releasing enzyme"	""	""	""	""	""	""
"Solyc09g083150"	"NADH dehydrogenase-like complex N"	""	""	""	""	""	""
"Solyc09g083160"	""	""	""	""	""	""	""
"Solyc09g083210"	"Protein kinase-like domain-containing protein"	""	""	""	""	""	""
"Solyc09g083260"	"Ion channel pollux-like protein"	""	""	""	""	""	""
"Solyc09g083270"	"rRNA-processing EFG1-like protein (DUF2361)"	""	""	""	""	""	""
"Solyc09g083280"	"auxin-regulated IAA1"	""	""	""	""	""	""
"Solyc09g083290"	"auxin-regulated IAA14"	""	""	""	""	""	""
"Solyc09g083310"	"E3 ubiquitin protein ligase DRIP2"	""	""	""	""	""	""
"Solyc09g083330"	"Phosphatidate cytidylyltransferase"	""	""	""	""	""	""
"Solyc09g083370"	"40S ribosomal protein S15"	""	""	""	""	""	""
"Solyc09g083380"	"Histone H1"	""	""	""	""	""	""
"Solyc09g083410"	"N-carbamoyl-L-amino-acid hydrolase"	""	""	""	""	""	""
"Solyc09g083420"	"CWF19-like protein 2"	""	""	""	""	""	""
"Solyc09g084450"	"Protease inhibitor I"	""	""	""	""	""	""
"Solyc09g084460"	"Protease inhibitor I"	""	""	""	""	""	""
"Solyc09g084470"	"Proteinase inhibitor.1"	""	""	""	""	""	""
"Solyc09g084480"	"Protease inhibitor I"	""	""	""	""	""	""
"Solyc09g084490"	"Proteinase inhibitor 1 PPI3B2"	""	""	""	""	""	""
"Solyc09g089530"	"Proteinase inhibitor.1"	""	""	""	""	""	""
"Solyc09g089580"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc09g089610"	"ethylene receptor-like protein (ETR6)"	""	""	""	""	""	""
"Solyc09g089660"	"Actin-related protein 9"	""	""	""	""	""	""
"Solyc09g089680"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc09g089690"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc09g089740"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc09g089800"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc09g089810"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc09g089820"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc09g089860"	"WAT1-related protein"	""	""	""	""	""	""
"Solyc09g089890"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc09g089930"	"ethylene responsive factor E.2"	""	""	""	""	""	""
"Solyc09g090020"	"Germin-like protein subfamily.1"	""	""	""	""	""	""
"Solyc09g090040"	"Germin-like protein subfamily.1"	""	""	""	""	""	""
"Solyc09g090070"	"phosphate transporter 1"	""	""	""	""	""	""
"Solyc09g090080"	"Phosphate transporter"	""	""	""	""	""	""
"Solyc09g090090"	"Phosphoenolpyruvate carboxylase kinase.1"	""	""	""	""	""	""
"Solyc09g090100"	"cryptochrome 2"	""	""	""	""	""	""
"Solyc09g090110"	"Actin-depolymerizing factor"	""	""	""	""	""	""
"Solyc09g090120"	"histone acetyltransferase subunit NuA4-domain protein"	""	""	""	""	""	""
"Solyc09g090130"	"R2R3MYB transcription factor 15"	""	""	""	""	""	""
"Solyc09g090140"	"Malate dehydrogenase"	""	""	""	""	""	""
"Solyc09g090150"	"Seed storage protein"	""	""	""	""	""	""
"Solyc09g090160"	"Ankyrin repeat-containing protein"	""	""	""	""	""	""
"Solyc09g090220"	"Pentatricopeptide repeat"	""	""	""	""	""	""
"Solyc09g090250"	"Casein kinase I isoform epsilon"	""	""	""	""	""	""
"Solyc09g090280"	"Protein phosphatase 2C-like protein 44-like"	""	""	""	""	""	""
"Solyc09g090290"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	""	""	""	""	""	""
"Solyc09g090320"	"Kinesin"	""	""	""	""	""	""
"Solyc09g090340"	"Transducin/WD40 repeat-like superfamily protein"	""	""	""	""	""	""
"Solyc09g090350"	"Long-chain-alcohol oxidase"	""	""	""	""	""	""
"Solyc09g090410"	"50S ribosomal protein L28"	""	""	""	""	""	""
"Solyc09g090430"	"Cyanate hydratase"	""	""	""	""	""	""
"Solyc09g090470"	"Protein NRT1/ PTR FAMILY 5.2"	""	""	""	""	""	""
"Solyc09g090500"	"Cyclopropane-fatty-acyl-phospholipid synthase"	""	""	""	""	""	""
"Solyc09g090510"	"Cyclopropane-fatty-acyl-phospholipid synthase"	""	""	""	""	""	""
"Solyc09g090520"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	""	""	""	""	""	""
"Solyc09g090580"	"translation initiation factor iso4E"	""	""	""	""	""	""
"Solyc09g090600"	"acid phosphatase 1-like"	""	""	""	""	""	""
"Solyc09g090610"	"Ribosomal protein L17"	""	""	""	""	""	""
"Solyc09g090620"	"Disease resistance protein (CC-NBS-LRR class) family"	""	""	""	""	""	""
"Solyc09g090630"	"Histone-lysine N-methyltransferase SUVR4"	""	""	""	""	""	""
"Solyc09g090650"	"CCT motif family protein"	""	""	""	""	""	""
"Solyc09g090660"	"WD40 repeat"	""	""	""	""	""	""
"Solyc09g090720"	"26S proteasome non-ATPase regulatory subunit 13"	""	""	""	""	""	""
"Solyc09g090730"	"AMT1"	""	""	""	""	""	""
"Solyc09g090750"	"Haloacid dehalogenase-like hydrolase domain-containing protein"	""	""	""	""	""	""
"Solyc09g090760"	"Major facilitator superfamily protein"	""	""	""	""	""	""
"Solyc09g090790"	"R2R3MYB transcription factor 79"	""	""	""	""	""	""
"Solyc09g090810"	"Histone-lysine N-methyltransferase family member protein"	""	""	""	""	""	""
"Solyc09g090840"	"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B"	""	""	""	""	""	""
"Solyc09g090850"	"Adenine nucleotide alpha hydrolases-like superfamily protein"	""	""	""	""	""	""
"Solyc09g090900"	"3-isopropylmalate dehydratase large subunit"	""	""	""	""	""	""
"Solyc09g090910"	"auxin-regulated IAA13"	""	""	""	""	""	""
"Solyc09g090930"	"Tetratricopeptide repeat (TPR)-like superfamily protein"	""	""	""	""	""	""
"Solyc09g090960"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	""	""	""	""	""	""
"Solyc09g090980"	"pathogenesis-related protein STH-2-like"	""	""	""	""	""	""
"Solyc09g090990"	"Major allergen Pru ar.1"	""	""	""	""	""	""
"Solyc09g091000"	"Pathogenesis-related protein STH-2"	""	""	""	""	""	""
"Solyc09g091030"	"Beta-amylase"	""	""	""	""	""	""
"Solyc09g091050"	"C2 calcium-dependent membrane targeting"	""	""	""	""	""	""
"Solyc09g091060"	"golgin subfamily A member 6-like protein 2"	""	""	""	""	""	""
"Solyc09g091070"	"Malate dehydrogenase"	""	""	""	""	""	""
"Solyc09g091100"	"7-hydroxymethyl chlorophyll a reductase, chloroplastic"	""	""	""	""	""	""
"Solyc09g091180"	"60 kDa chaperonin"	""	""	""	""	""	""
"Solyc09g091190"	"PHD finger protein ING"	""	""	""	""	""	""
"Solyc09g091250"	"GATA transcription factor"	""	""	""	""	""	""
"Solyc09g091260"	"Leucine-rich repeat receptor-like protein kinase"	""	""	""	""	""	""
"Solyc09g091300"	"Plant self-incompatibility .1"	""	""	""	""	""	""
"Solyc09g091400"	"Receptor-like protein kinase 2"	""	""	""	""	""	""
"Solyc09g091420"	"Inosine triphosphate pyrophosphatase"	""	""	""	""	""	""
"Solyc09g091440"	"Histone deacetylase"	""	""	""	""	""	""
"Solyc09g091450"	"DNA polymerase delta subunit 4"	""	""	""	""	""	""
"Solyc09g091470"	"3-ketoacyl-CoA thiolase peroxisomal-like"	""	""	""	""	""	""
"Solyc09g091480"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc09g091510"	"chalcone synthase 1"	""	""	""	""	""	""
"Solyc09g091520"	"60S acidic ribosomal protein P0"	""	""	""	""	""	""
"Solyc09g091560"	"Ankyrin repeat-containing protein"	""	""	""	""	""	""
"Solyc09g091570"	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	""	""	""	""	""	""
"Solyc09g091580"	"Protein kinase domain"	""	""	""	""	""	""
"Solyc09g091660"	"Pleiotropic drug resistance protein"	""	""	""	""	""	""
"Solyc09g091670"	"Pleiotropic drug resistance protein"	""	""	""	""	""	""
"Solyc09g091700"	"2-alkenal reductase (NADP(+)-dependent)-like"	""	""	""	""	""	""
"Solyc09g091730"	"Pectinesterase"	""	""	""	""	""	""
"Solyc09g091740"	"60S ribosomal protein L13a"	""	""	""	""	""	""
"Solyc09g091780"	"LES441249 p27KIP1-related-protein 1"	""	""	""	""	""	""
"Solyc09g091790"	"E3 ubiquitin-protein ligase PR.1"	""	""	""	""	""	""
"Solyc09g091830"	"plastid transcriptionally active 5 Chr4:7948644-7950779 FORWARD LENGTH=387 201606"	""	""	""	""	""	""
"Solyc09g091850"	"Non-lysosomal glucosylceramidase"	""	""	""	""	""	""
"Solyc09g091870"	"Flavin-containing monooxygenase"	""	""	""	""	""	""
"Solyc09g091880"	"Myb family transcription factor APL"	""	""	""	""	""	""
"Solyc09g091900"	"ER lumen protein-retaining receptor"	""	""	""	""	""	""
"Solyc09g091910"	"Purple acid phosphatase"	""	""	""	""	""	""
"Solyc09g091930"	"Ubiquitinyl hydrolase.1"	""	""	""	""	""	""
"Solyc09g091970"	"Epimerase family protein SDR39U1-like protein, chloroplastic"	""	""	""	""	""	""
"Solyc09g091980"	"N-alpha-acetyltransferase 30"	""	""	""	""	""	""
"Solyc09g091990"	"Receptor like protein kinase S.2"	""	""	""	""	""	""
"Solyc09g092020"	"Calcium-dependent protein kinase"	""	""	""	""	""	""
"Solyc09g092040"	"UBX domain-containing protein.1"	""	""	""	""	""	""
"Solyc09g092090"	"50S ribosomal protein L13"	""	""	""	""	""	""
"Solyc09g092110"	"Light-regulated protein"	""	""	""	""	""	""
"Solyc09g092130"	"Sucrose phosphate synthase"	""	""	""	""	""	""
"Solyc09g092160"	"beta-galactosidase 2"	""	""	""	""	""	""
"Solyc09g092240"	"small subunit processome component 20 homolog isoform .1"	""	""	""	""	""	""
"Solyc09g092250"	"Zinc finger transcription factor 55"	""	""	""	""	""	""
"Solyc09g092320"	"RNA binding protein"	""	""	""	""	""	""
"Solyc09g092330"	"UDP-glucuronate 4-epimerase 4"	""	""	""	""	""	""
"Solyc09g092340"	"Werner Syndrome-like exonuclease"	""	""	""	""	""	""
"Solyc09g092380"	"S-adenosyl-l-homocysteine hydrolase"	""	""	""	""	""	""
"Solyc09g092410"	"Disease resistance protein (TIR-NBS-LRR class)"	""	""	""	""	""	""
"Solyc09g092420"	"Amino acid/polyamine transporter I"	""	""	""	""	""	""
"Solyc09g092430"	"Selenium-binding protein"	""	""	""	""	""	""
"Solyc09g092440"	"Pentatricopeptide repeat"	""	""	""	""	""	""
"Solyc09g092450"	"Long-chain acyl-CoA synthetase"	""	""	""	""	""	""
"Solyc09g092480"	"Glycosyltransferase"	""	""	""	""	""	""
"Solyc09g092490"	"Glycosyltransferase"	""	""	""	""	""	""
"Solyc09g092500"	"UDP-glycosyltransferase 75.1"	""	""	""	""	""	""
"Solyc09g092520"	"xyloglucan endotransglycosylase"	""	""	""	""	""	""
"Solyc09g092530"	"Protein TIC 22-like, chloroplastic"	""	""	""	""	""	""
"Solyc09g092580"	"Cytochrome"	""	""	""	""	""	""
"Solyc09g092590"	"Cytochrome"	""	""	""	""	""	""
"Solyc09g092600"	"Cytochrome"	""	""	""	""	""	""
"Solyc09g092670"	"Cytochrome"	""	""	""	""	""	""
"Solyc09g092690"	"Peptidylprolyl isomerase"	""	""	""	""	""	""
"Solyc09g097840"	"Pentatricopeptide repeat-containing protein"	""	""	""	""	""	""
"Solyc09g097860"	"Kinesin-like protein KIN12B"	""	""	""	""	""	""
"Solyc09g097880"	"DNA topoisomerase"	""	""	""	""	""	""
"Solyc09g097890"	"Cytochrome b5.1"	""	""	""	""	""	""
"Solyc09g097900"	"Ras-related protein RABA5d"	""	""	""	""	""	""
"Solyc09g097910"	"30S ribosomal protein s1-like"	""	""	""	""	""	""
"Solyc09g097920"	"Transcription termination factor"	""	""	""	""	""	""
"Solyc09g098030"	"Geraniol 8-hydroxylase"	""	""	""	""	""	""
"Solyc09g098050"	"Ankyrin repeat"	""	""	""	""	""	""
"Solyc09g098060"	"Ankyrin repeat"	""	""	""	""	""	""
"Solyc09g098080"	"Glycosyltransferase"	""	""	""	""	""	""
"Solyc09g098150"	"metacaspase 1,Pfam:PF00656"	""	""	""	""	""	""
"Solyc09g098170"	"Ras-related protein RABA5b"	""	""	""	""	""	""
"Solyc09g098240"	"Importin beta-like SAD2"	""	""	""	""	""	""
"Solyc09g098290"	"Leucine-rich receptor-like protein kinase family protein"	""	""	""	""	""	""
"Solyc09g098340"	"aspartic proteinase-like protein 2"	""	""	""	""	""	""
"Solyc09g098420"	"Leucine-rich repeat receptor protein kinase MS.1"	""	""	""	""	""	""
"Solyc09g098440"	"V-type proton ATPase subunit .1"	""	""	""	""	""	""
"Solyc09g098490"	"clathrin interactor EPSIN 2-like"	""	""	""	""	""	""
"Solyc09g098510"	"extensin-2-like"	""	""	""	""	""	""
"Solyc09g098520"	"CMP-sialic acid transporter 2"	""	""	""	""	""	""
"Solyc09g098540"	"Chitinase-like protein"	""	""	""	""	""	""
"Solyc09g098590"	"Sucrose synthase"	""	""	""	""	""	""
"Solyc10g005010"	"NAC domain-containing protein"	""	""	""	""	""	""
"Solyc10g005030"	"Two-component response regulator-like APRR5"	""	""	""	""	""	""
"Solyc10g005060"	"O-methyltransferase-like protein"	""	""	""	""	""	""
"Solyc10g005080"	"Late elongated hypocotyl"	""	""	""	""	""	""
"Solyc10g005100"	"Plasma membrane-associated cation-binding protein.1"	""	""	""	""	""	""
"Solyc10g005110"	"Oxygen-dependent coproporphyrinogen-III oxidase, chloroplastic"	""	""	""	""	""	""
"Solyc10g005120"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc10g005150"	"Purine permease"	""	""	""	""	""	""
"Solyc10g005170"	"Purine permease"	""	""	""	""	""	""
"Solyc10g005210"	"DNA-3-methyladenine glycosylase I"	""	""	""	""	""	""
"Solyc10g005240"	"R2R3MYB transcription factor 67"	""	""	""	""	""	""
"Solyc10g005260"	"RNA-binding protein"	""	""	""	""	""	""
"Solyc10g005280"	"Pentatricopeptide repeat-containing protein, mitochondrial"	""	""	""	""	""	""
"Solyc10g005290"	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase/cardiolipin synthase"	""	""	""	""	""	""
"Solyc10g005330"	"Homeobox-leucine zipper protein MERISTEM .1"	""	""	""	""	""	""
"Solyc10g005360"	"Gibberellin 2-beta-dioxygenase 8"	""	""	""	""	""	""
"Solyc10g005370"	"Pyruvate, phosphate dikinase regulatory protein, chloroplastic"	""	""	""	""	""	""
"Solyc10g005400"	"Inositol oxygenase"	""	""	""	""	""	""
"Solyc10g005430"	"Quinone reductase"	""	""	""	""	""	""
"Solyc10g005450"	"Equilibrative nucleotide transporter like"	""	""	""	""	""	""
"Solyc10g005480"	"F-box family protein"	""	""	""	""	""	""
"Solyc10g005490"	"Protein strawberry notch"	""	""	""	""	""	""
"Solyc10g005500"	"Metal tolerance protein 10"	""	""	""	""	""	""
"Solyc10g005510"	"Glyceraldehyde-3-phosphate dehydrogenase"	""	""	""	""	""	""
"Solyc10g005530"	"Nuclear cap-binding protein subunit.1"	""	""	""	""	""	""
"Solyc10g005600"	"BTB/POZ domain-containing protein 1"	""	""	""	""	""	""
"Solyc10g005630"	"Protein kinase superfamily protein"	""	""	""	""	""	""
"Solyc10g005640"	"Protein phosphatase 2C"	""	""	""	""	""	""
"Solyc10g005680"	"WRKY transcription factor 15"	""	""	""	""	""	""
"Solyc10g005690"	"Chloride channel protein"	""	""	""	""	""	""
"Solyc10g005760"	"R2R3MYB transcription factor 80"	""	""	""	""	""	""
"Solyc10g005770"	"Protein kinase G11A"	""	""	""	""	""	""
"Solyc10g005870"	"Peptidylprolyl isomerase"	""	""	""	""	""	""
"Solyc10g005880"	"Uridine kinase"	""	""	""	""	""	""
"Solyc10g005920"	"enhancer of mRNA-decapping protein 4-like"	""	""	""	""	""	""
"Solyc10g005930"	"Histidine biosynthesis bifunctional protein hisIE"	""	""	""	""	""	""
"Solyc10g005980"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	""	""	""	""	""	""
"Solyc10g006000"	"DEK"	""	""	""	""	""	""
"Solyc10g006010"	"Two pore potassium channel a"	""	""	""	""	""	""
"Solyc10g006030"	"30S ribosomal protein S10, chloroplastic"	""	""	""	""	""	""
"Solyc10g006040"	"Serine acetyltransferase"	""	""	""	""	""	""
"Solyc10g006050"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	""	""	""	""	""	""
"Solyc10g006070"	"40S ribosomal protein S8"	""	""	""	""	""	""
"Solyc10g006080"	"Sodium/hydrogen exchanger"	""	""	""	""	""	""
"Solyc10g006100"	"Transcription initiation factor TFIID subunit 6"	""	""	""	""	""	""
"Solyc10g006130"	"EAR motif SlERF36"	""	""	""	""	""	""
"Solyc10g006170"	"Cell differentiation protein RCD1-like protein"	""	""	""	""	""	""
"Solyc10g006190"	"Cell differentiation protein RCD1-like protein"	""	""	""	""	""	""
"Solyc10g006200"	"Ribonuclease 3-like protein 2"	""	""	""	""	""	""
"Solyc10g006210"	"Ribonuclease 3-like protein 2"	""	""	""	""	""	""
"Solyc10g006230"	"Chlorophyll a-b binding protein, chloroplastic"	""	""	""	""	""	""
"Solyc10g006260"	"SWAP (Suppressor-of-White-APricot)/surp domain-containing protein"	""	""	""	""	""	""
"Solyc10g006270"	"Autophagy-related protein"	""	""	""	""	""	""
"Solyc10g006280"	"Protein translation factor SUI1-like protein"	""	""	""	""	""	""
"Solyc10g006290"	"constitutive plastid-lipid associated protein"	""	""	""	""	""	""
"Solyc10g006300"	"Purple acid phosphatase"	""	""	""	""	""	""
"Solyc10g006380"	"Ras-related small GTP-binding family protein"	""	""	""	""	""	""
"Solyc10g006400"	"Tryptophan synthase beta chain"	""	""	""	""	""	""
"Solyc10g006490"	"Trafficking protein particle complex subunit"	""	""	""	""	""	""
"Solyc10g006500"	"Hexosyltransferase"	""	""	""	""	""	""
"Solyc10g006520"	"Thioredoxin domain-containing protein"	""	""	""	""	""	""
"Solyc10g006530"	"Photosynthetic NDH subcomplex L 3"	""	""	""	""	""	""
"Solyc10g006540"	"Formin-like protein"	""	""	""	""	""	""
"Solyc10g006560"	"Histone H2A"	""	""	""	""	""	""
"Solyc10g006580"	"ribosomal protein L2"	""	""	""	""	""	""
"Solyc10g006600"	"Gluconokinase"	""	""	""	""	""	""
"Solyc10g006650"	"Quinone reductase"	""	""	""	""	""	""
"Solyc10g006710"	"G-type lectin S-receptor-like serine/threonine-protein kinase"	""	""	""	""	""	""
"Solyc10g006720"	"G-type lectin S-receptor-like serine/threonine-protein kinase"	""	""	""	""	""	""
"Solyc10g006730"	"Pentatricopeptide repeat-containing protein"	""	""	""	""	""	""
